id	uline行业号	uline行业名	状态	阿里新行业号	阿里新行业名	微信行业号	微信行业名	京东新行业号	京东新行业名
191	161215010100191	企业-生活/家居-数码家电/办公设备-专业摄影器材	1	2015062600002758	购物	310	企业-生活/家居-数码家电/办公设备	011006	本地生活服务-婚介交友/咨询服务/婚庆/汽车保养/娱乐休闲/广告设计/宠物服务/衣物保养/维修服务 
192	161215010100192	企业-生活/家居-数码家电/办公设备-计算机/服务器	1	2015062600002758	购物	310	企业-生活/家居-数码家电/办公设备	009005	零售店（线下实体店）-家装建材/家居家纺、数码家电/办公设备、美妆/护肤、鲜花/盆栽/室内装饰品、交通工具/配件/改装、宠物/宠物食品/饲料、母婴用品/儿童玩具、服饰/箱包/饰品、户外/运动/健身器材/安防、钟表/眼镜、黄金珠宝/钻石/玉石、书籍/音像/文具/乐器/3C数码/家用电器/器械配件/户外器械/保健器械等
193	161215010100193	企业-生活/家居-数码家电/办公设备-打字/打印/扫描	1	2015062600002758	购物	310	企业-生活/家居-数码家电/办公设备	009005	零售店（线下实体店）-家装建材/家居家纺、数码家电/办公设备、美妆/护肤、鲜花/盆栽/室内装饰品、交通工具/配件/改装、宠物/宠物食品/饲料、母婴用品/儿童玩具、服饰/箱包/饰品、户外/运动/健身器材/安防、钟表/眼镜、黄金珠宝/钻石/玉石、书籍/音像/文具/乐器/3C数码/家用电器/器械配件/户外器械/保健器械等
194	161215010100194	企业-生活/家居-数码家电/办公设备-家用电器	1	2015062600002758	购物	310	企业-生活/家居-数码家电/办公设备	009005	零售店（线下实体店）-家装建材/家居家纺、数码家电/办公设备、美妆/护肤、鲜花/盆栽/室内装饰品、交通工具/配件/改装、宠物/宠物食品/饲料、母婴用品/儿童玩具、服饰/箱包/饰品、户外/运动/健身器材/安防、钟表/眼镜、黄金珠宝/钻石/玉石、书籍/音像/文具/乐器/3C数码/家用电器/器械配件/户外器械/保健器械等
195	161215010100195	企业-生活/家居-家居家纺-草坪和花园用品	1	2015062600002758	购物	266	企业-生活/家居-家装建材/家居家纺	009005	零售店（线下实体店）-家装建材/家居家纺、数码家电/办公设备、美妆/护肤、鲜花/盆栽/室内装饰品、交通工具/配件/改装、宠物/宠物食品/饲料、母婴用品/儿童玩具、服饰/箱包/饰品、户外/运动/健身器材/安防、钟表/眼镜、黄金珠宝/钻石/玉石、书籍/音像/文具/乐器/3C数码/家用电器/器械配件/户外器械/保健器械等
196	161215010100196	企业-生活/家居-家居家纺-地毯窗帘等家纺	1	2015062600002758	购物	266	企业-生活/家居-家装建材/家居家纺	009005	零售店（线下实体店）-家装建材/家居家纺、数码家电/办公设备、美妆/护肤、鲜花/盆栽/室内装饰品、交通工具/配件/改装、宠物/宠物食品/饲料、母婴用品/儿童玩具、服饰/箱包/饰品、户外/运动/健身器材/安防、钟表/眼镜、黄金珠宝/钻石/玉石、书籍/音像/文具/乐器/3C数码/家用电器/器械配件/户外器械/保健器械等
197	161215010100197	企业-生活/家居-家居家纺-帷幕	1	2015062600002758	购物	266	企业-生活/家居-家装建材/家居家纺	009005	零售店（线下实体店）-家装建材/家居家纺、数码家电/办公设备、美妆/护肤、鲜花/盆栽/室内装饰品、交通工具/配件/改装、宠物/宠物食品/饲料、母婴用品/儿童玩具、服饰/箱包/饰品、户外/运动/健身器材/安防、钟表/眼镜、黄金珠宝/钻石/玉石、书籍/音像/文具/乐器/3C数码/家用电器/器械配件/户外器械/保健器械等
198	161215010100198	企业-生活/家居-家居家纺-室内装潢壁炉	1	2015062600002758	购物	266	企业-生活/家居-家装建材/家居家纺	009005	零售店（线下实体店）-家装建材/家居家纺、数码家电/办公设备、美妆/护肤、鲜花/盆栽/室内装饰品、交通工具/配件/改装、宠物/宠物食品/饲料、母婴用品/儿童玩具、服饰/箱包/饰品、户外/运动/健身器材/安防、钟表/眼镜、黄金珠宝/钻石/玉石、书籍/音像/文具/乐器/3C数码/家用电器/器械配件/户外器械/保健器械等
199	161215010100199	企业-生活/家居-家居家纺-屏风	1	2015062600002758	购物	266	企业-生活/家居-家装建材/家居家纺	009005	零售店（线下实体店）-家装建材/家居家纺、数码家电/办公设备、美妆/护肤、鲜花/盆栽/室内装饰品、交通工具/配件/改装、宠物/宠物食品/饲料、母婴用品/儿童玩具、服饰/箱包/饰品、户外/运动/健身器材/安防、钟表/眼镜、黄金珠宝/钻石/玉石、书籍/音像/文具/乐器/3C数码/家用电器/器械配件/户外器械/保健器械等
200	161215010100200	企业-生活/家居-家居家纺-家庭装饰	1	2015062600002758	购物	266	企业-生活/家居-家装建材/家居家纺	009005	零售店（线下实体店）-家装建材/家居家纺、数码家电/办公设备、美妆/护肤、鲜花/盆栽/室内装饰品、交通工具/配件/改装、宠物/宠物食品/饲料、母婴用品/儿童玩具、服饰/箱包/饰品、户外/运动/健身器材/安防、钟表/眼镜、黄金珠宝/钻石/玉石、书籍/音像/文具/乐器/3C数码/家用电器/器械配件/户外器械/保健器械等
201	161215010100201	企业-生活/家居-家居家纺-花木栽种用品	1	2015062600002758	购物	266	企业-生活/家居-家装建材/家居家纺	009005	零售店（线下实体店）-家装建材/家居家纺、数码家电/办公设备、美妆/护肤、鲜花/盆栽/室内装饰品、交通工具/配件/改装、宠物/宠物食品/饲料、母婴用品/儿童玩具、服饰/箱包/饰品、户外/运动/健身器材/安防、钟表/眼镜、黄金珠宝/钻石/玉石、书籍/音像/文具/乐器/3C数码/家用电器/器械配件/户外器械/保健器械等
202	161215010100202	企业-生活/家居-建材-油漆	1	2015062600002758	购物	266	企业-生活/家居-家装建材/家居家纺	009005	零售店（线下实体店）-家装建材/家居家纺、数码家电/办公设备、美妆/护肤、鲜花/盆栽/室内装饰品、交通工具/配件/改装、宠物/宠物食品/饲料、母婴用品/儿童玩具、服饰/箱包/饰品、户外/运动/健身器材/安防、钟表/眼镜、黄金珠宝/钻石/玉石、书籍/音像/文具/乐器/3C数码/家用电器/器械配件/户外器械/保健器械等
203	161215010100203	企业-生活/家居-建材-清漆用品	1	2015062600002758	购物	266	企业-生活/家居-家装建材/家居家纺	009005	零售店（线下实体店）-家装建材/家居家纺、数码家电/办公设备、美妆/护肤、鲜花/盆栽/室内装饰品、交通工具/配件/改装、宠物/宠物食品/饲料、母婴用品/儿童玩具、服饰/箱包/饰品、户外/运动/健身器材/安防、钟表/眼镜、黄金珠宝/钻石/玉石、书籍/音像/文具/乐器/3C数码/家用电器/器械配件/户外器械/保健器械等
204	161215010100204	企业-生活/家居-建材-大型建材卖场卖场	1	2015062600002758	购物	266	企业-生活/家居-家装建材/家居家纺	009005	零售店（线下实体店）-家装建材/家居家纺、数码家电/办公设备、美妆/护肤、鲜花/盆栽/室内装饰品、交通工具/配件/改装、宠物/宠物食品/饲料、母婴用品/儿童玩具、服饰/箱包/饰品、户外/运动/健身器材/安防、钟表/眼镜、黄金珠宝/钻石/玉石、书籍/音像/文具/乐器/3C数码/家用电器/器械配件/户外器械/保健器械等
205	161215010100205	企业-生活/家居-建材-木材与建材商店	1	2015062600002758	购物	266	企业-生活/家居-家装建材/家居家纺	009005	零售店（线下实体店）-家装建材/家居家纺、数码家电/办公设备、美妆/护肤、鲜花/盆栽/室内装饰品、交通工具/配件/改装、宠物/宠物食品/饲料、母婴用品/儿童玩具、服饰/箱包/饰品、户外/运动/健身器材/安防、钟表/眼镜、黄金珠宝/钻石/玉石、书籍/音像/文具/乐器/3C数码/家用电器/器械配件/户外器械/保健器械等
206	161215010100206	企业-生活/家居-建材-玻璃	1	2015062600002758	购物	266	企业-生活/家居-家装建材/家居家纺	009005	零售店（线下实体店）-家装建材/家居家纺、数码家电/办公设备、美妆/护肤、鲜花/盆栽/室内装饰品、交通工具/配件/改装、宠物/宠物食品/饲料、母婴用品/儿童玩具、服饰/箱包/饰品、户外/运动/健身器材/安防、钟表/眼镜、黄金珠宝/钻石/玉石、书籍/音像/文具/乐器/3C数码/家用电器/器械配件/户外器械/保健器械等
207	161215010100207	企业-生活/家居-建材-墙纸	1	2015062600002758	购物	266	企业-生活/家居-家装建材/家居家纺	009005	零售店（线下实体店）-家装建材/家居家纺、数码家电/办公设备、美妆/护肤、鲜花/盆栽/室内装饰品、交通工具/配件/改装、宠物/宠物食品/饲料、母婴用品/儿童玩具、服饰/箱包/饰品、户外/运动/健身器材/安防、钟表/眼镜、黄金珠宝/钻石/玉石、书籍/音像/文具/乐器/3C数码/家用电器/器械配件/户外器械/保健器械等
208	161215010100208	企业-零售/批发-其他综合零售-特色集市	1	2015062600002758	购物	208	企业-线下零售-其他综合零售	009003	零售业（线下实体店）-百货/商圈/购物中心
209	161215010100209	企业-生活/家居-钟表/眼镜-眼镜店	1	2015062600002758	购物	272	企业-生活/家居-钟表/眼镜	009005	零售店（线下实体店）-家装建材/家居家纺、数码家电/办公设备、美妆/护肤、鲜花/盆栽/室内装饰品、交通工具/配件/改装、宠物/宠物食品/饲料、母婴用品/儿童玩具、服饰/箱包/饰品、户外/运动/健身器材/安防、钟表/眼镜、黄金珠宝/钻石/玉石、书籍/音像/文具/乐器/3C数码/家用电器/器械配件/户外器械/保健器械等
210	161215010100210	企业-零售/批发-其他综合零售-菜市场	1	2015062600002758	购物	208	企业-线下零售-其他综合零售	009003	零售业（线下实体店）-百货/商圈/购物中心
211	161215010100211	企业-生活/家居-计生用品-计生用品	1	2015062600002758	购物	13	企业-生活/家居-计生用品	009005	零售店（线下实体店）-家装建材/家居家纺、数码家电/办公设备、美妆/护肤、鲜花/盆栽/室内装饰品、交通工具/配件/改装、宠物/宠物食品/饲料、母婴用品/儿童玩具、服饰/箱包/饰品、户外/运动/健身器材/安防、钟表/眼镜、黄金珠宝/钻石/玉石、书籍/音像/文具/乐器/3C数码/家用电器/器械配件/户外器械/保健器械等
212	161215010100212	企业-生活/家居-报刊/音像/书籍-音像制品租售	1	2015062600002758	购物	315	企业-生活/家居-书籍/音像/文具/乐器	009005	零售店（线下实体店）-家装建材/家居家纺、数码家电/办公设备、美妆/护肤、鲜花/盆栽/室内装饰品、交通工具/配件/改装、宠物/宠物食品/饲料、母婴用品/儿童玩具、服饰/箱包/饰品、户外/运动/健身器材/安防、钟表/眼镜、黄金珠宝/钻石/玉石、书籍/音像/文具/乐器/3C数码/家用电器/器械配件/户外器械/保健器械等
213	161215010100213	企业-生活/家居-报刊/音像/书籍-音像制品/书籍	1	2015062600002758	购物	315	企业-生活/家居-书籍/音像/文具/乐器	009005	零售店（线下实体店）-家装建材/家居家纺、数码家电/办公设备、美妆/护肤、鲜花/盆栽/室内装饰品、交通工具/配件/改装、宠物/宠物食品/饲料、母婴用品/儿童玩具、服饰/箱包/饰品、户外/运动/健身器材/安防、钟表/眼镜、黄金珠宝/钻石/玉石、书籍/音像/文具/乐器/3C数码/家用电器/器械配件/户外器械/保健器械等
214	161215010100214	企业-生活/家居-报刊/音像/书籍-书籍	1	2015062600002758	购物	315	企业-生活/家居-书籍/音像/文具/乐器	009005	零售店（线下实体店）-家装建材/家居家纺、数码家电/办公设备、美妆/护肤、鲜花/盆栽/室内装饰品、交通工具/配件/改装、宠物/宠物食品/饲料、母婴用品/儿童玩具、服饰/箱包/饰品、户外/运动/健身器材/安防、钟表/眼镜、黄金珠宝/钻石/玉石、书籍/音像/文具/乐器/3C数码/家用电器/器械配件/户外器械/保健器械等
215	161215010100215	企业-生活/家居-报刊/音像/书籍-报纸杂志	1	2015062600002758	购物	315	企业-生活/家居-书籍/音像/文具/乐器	009005	零售店（线下实体店）-家装建材/家居家纺、数码家电/办公设备、美妆/护肤、鲜花/盆栽/室内装饰品、交通工具/配件/改装、宠物/宠物食品/饲料、母婴用品/儿童玩具、服饰/箱包/饰品、户外/运动/健身器材/安防、钟表/眼镜、黄金珠宝/钻石/玉石、书籍/音像/文具/乐器/3C数码/家用电器/器械配件/户外器械/保健器械等
216	161215010100216	企业-零售/批发-烟花爆竹-烟花爆竹	1	2015062600002758	购物	208	企业-线下零售-其他综合零售	009005	零售店（线下实体店）-家装建材/家居家纺、数码家电/办公设备、美妆/护肤、鲜花/盆栽/室内装饰品、交通工具/配件/改装、宠物/宠物食品/饲料、母婴用品/儿童玩具、服饰/箱包/饰品、户外/运动/健身器材/安防、钟表/眼镜、黄金珠宝/钻石/玉石、书籍/音像/文具/乐器/3C数码/家用电器/器械配件/户外器械/保健器械等
217	161215010100217	企业-零售/批发-其他综合零售-国外代购及免税店	1	2015062600002758	购物	208	企业-线下零售-其他综合零售	009003	零售业（线下实体店）-百货/商圈/购物中心
218	161215010100218	企业-生活/咨询服务-咨询/法律咨询/金融咨询-咨询/法律咨询/金融咨询	1	2015063000020189	生活服务	42	企业-生活/咨询服务-咨询/法律咨询/金融咨询等	011006	本地生活服务-婚介交友/咨询服务/婚庆/汽车保养/娱乐休闲/广告设计/宠物服务/衣物保养/维修服务 
219	161215010100219	企业-生活/咨询服务-家政/维修服务-洗车	1	2016062900190124	爱车	311	企业-生活/咨询服务-家政/维修服务	011006	本地生活服务-婚介交友/咨询服务/婚庆/汽车保养/娱乐休闲/广告设计/宠物服务/衣物保养/维修服务 
220	161215010100220	企业-金融-保险业务-保险业务	1	2016062900190124	爱车	318	企业-金融-保险业务	001001	保险-保险公司
221	161215010100221	企业-生活/咨询服务-家政/维修服务-拖车	1	2016062900190124	爱车	311	企业-生活/咨询服务-家政/维修服务	011006	本地生活服务-婚介交友/咨询服务/婚庆/汽车保养/娱乐休闲/广告设计/宠物服务/衣物保养/维修服务 
222	161215010100222	企业-生活/咨询服务-家政/维修服务-维修	1	2016062900190124	爱车	311	企业-生活/咨询服务-家政/维修服务	011006	本地生活服务-婚介交友/咨询服务/婚庆/汽车保养/娱乐休闲/广告设计/宠物服务/衣物保养/维修服务 
223	161215010100223	企业-生活/咨询服务-家政/维修服务-保养	1	2016062900190124	爱车	311	企业-生活/咨询服务-家政/维修服务	011006	本地生活服务-婚介交友/咨询服务/婚庆/汽车保养/娱乐休闲/广告设计/宠物服务/衣物保养/维修服务 
224	161215010100224	企业-生活/咨询服务-家政/维修服务-汽车美容	1	2016062900190124	爱车	311	企业-生活/咨询服务-家政/维修服务	011006	本地生活服务-婚介交友/咨询服务/婚庆/汽车保养/娱乐休闲/广告设计/宠物服务/衣物保养/维修服务 
225	161215010100225	企业-交通运输服务类-租车-汽车租赁	1	2016062900190124	爱车	77	企业-交通运输服务类-租车	010001	运输服务-交通运输
226	161215010100226	企业-生活缴费-停车缴费-停车缴费	1	2016062900190124	爱车	287	企业-生活缴费-停车缴费	012003	缴费-公共事业缴费
227	161215010100227	企业-交通运输服务类-加油-加油	1	2016062900190124	爱车	259	企业-交通运输服务类-加油	010001	运输服务-交通运输
228	161215010100228	企业-教育/培训-教育/培训/考试缴费/学费-职业技术培训	1	2016042200000148	教育培训	52	企业-教育/培训-教育/培训/考试缴费/学费	016001	文化教育-教育机构
229	161215010100229	企业-教育/培训-教育/培训/考试缴费/学费-外语	1	2016042200000148	教育培训	52	企业-教育/培训-教育/培训/考试缴费/学费	016001	文化教育-教育机构
230	161215010100230	企业-教育/培训-教育/培训/考试缴费/学费-音乐	1	2016042200000148	教育培训	52	企业-教育/培训-教育/培训/考试缴费/学费	016001	文化教育-教育机构
231	161215010100231	企业-教育/培训-教育/培训/考试缴费/学费-升学辅导	1	2016042200000148	教育培训	52	企业-教育/培训-教育/培训/考试缴费/学费	016001	文化教育-教育机构
232	161215010100232	企业-教育/培训-教育/培训/考试缴费/学费-体育	1	2016042200000148	教育培训	52	企业-教育/培训-教育/培训/考试缴费/学费	016001	文化教育-教育机构
233	161215010100233	企业-教育/培训-教育/培训/考试缴费/学费-美术	1	2016042200000148	教育培训	52	企业-教育/培训-教育/培训/考试缴费/学费	016001	文化教育-教育机构
234	161215010100234	企业-教育/培训-教育/培训/考试缴费/学费-留学	1	2016042200000148	教育培训	52	企业-教育/培训-教育/培训/考试缴费/学费	016001	文化教育-教育机构
235	161215010100235	企业-教育/培训-教育/培训/考试缴费/学费-驾校	1	2016042200000148	教育培训	52	企业-教育/培训-教育/培训/考试缴费/学费	016001	文化教育-教育机构
236	161215010100236	企业-教育/培训-教育/培训/考试缴费/学费-兴趣生活	1	2016042200000148	教育培训	52	企业-教育/培训-教育/培训/考试缴费/学费	016001	文化教育-教育机构
237	161215010100237	企业-教育/培训-私立院校-中小学校	1	2016042200000148	教育培训	53	企业-教育/培训-私立院校	016001	文化教育-教育机构
238	161215010100238	企业-教育/培训-私立院校-大学与学院	1	2016042200000148	教育培训	53	企业-教育/培训-私立院校	016001	文化教育-教育机构
239	161215010100239	企业-教育/培训-教育/培训/考试缴费/学费-成人教育/函授	1	2016042200000148	教育培训	52	企业-教育/培训-教育/培训/考试缴费/学费	016001	文化教育-教育机构
240	161215010100240	企业-教育/培训-教育/培训/考试缴费/学费-商业/文秘学校	1	2016042200000148	教育培训	52	企业-教育/培训-教育/培训/考试缴费/学费	016001	文化教育-教育机构
241	161215010100241	企业-教育/培训-私立院校-儿童保育/学前	1	2016042200000148	教育培训	53	企业-教育/培训-私立院校	016001	文化教育-教育机构
242	161215010100242	企业-零售/批发-百货/商圈/购物中心-购物中心	1	2015062600002758	购物	207	企业-线下零售-百货	009003	零售业（线下实体店）-百货/商圈/购物中心
243	161215010100243	企业-零售/批发-百货/商圈/购物中心-百货	1	2015062600002758	购物	207	企业-线下零售-百货	009003	零售业（线下实体店）-百货/商圈/购物中心
244	161215010100244	企业-零售/批发-百货/商圈/购物中心-机场	1	2015062600002758	购物	207	企业-线下零售-百货	009003	零售业（线下实体店）-百货/商圈/购物中心
245	161215010100245	企业-零售/批发-百货/商圈/购物中心-火车站	1	2015062600002758	购物	207	企业-线下零售-百货	009003	零售业（线下实体店）-百货/商圈/购物中心
246	161215010100246	企业-零售/批发-百货/商圈/购物中心-商旅文综合体	1	2015062600002758	购物	207	企业-线下零售-百货	009003	零售业（线下实体店）-百货/商圈/购物中心
247	161215010100247	企业-医疗-私立/民营医院/诊所-社区医院	1	2016062900190296	医疗健康	66	企业-医疗-私立/民营医院/诊所	014001	医疗-医疗机构
248	161215010100248	企业-医疗-私立/民营医院/诊所-正骨医生	1	2016062900190296	医疗健康	66	企业-医疗-私立/民营医院/诊所	014001	医疗-医疗机构
249	161215010100249	企业-医疗-私立/民营医院/诊所-按摩医生	1	2016062900190296	医疗健康	66	企业-医疗-私立/民营医院/诊所	014001	医疗-医疗机构
250	161215010100250	企业-医疗-私立/民营医院/诊所-眼科医疗服务	1	2016062900190296	医疗健康	66	企业-医疗-私立/民营医院/诊所	014001	医疗-医疗机构
251	161215010100251	企业-医疗-私立/民营医院/诊所-手足病医疗服务	1	2016062900190296	医疗健康	66	企业-医疗-私立/民营医院/诊所	014001	医疗-医疗机构
252	161215010100252	企业-医疗-私立/民营医院/诊所-护理/照料服务	1	2016062900190296	医疗健康	66	企业-医疗-私立/民营医院/诊所	014001	医疗-医疗机构
253	161215010100253	企业-医疗-私立/民营医院/诊所-中医	1	2016062900190296	医疗健康	66	企业-医疗-私立/民营医院/诊所	014001	医疗-医疗机构
254	161215010100254	企业-医疗-私立/民营医院/诊所-齿科	1	2016062900190296	医疗健康	66	企业-医疗-私立/民营医院/诊所	014001	医疗-医疗机构
255	161215010100255	企业-医疗-私立/民营医院/诊所-药店	1	2016062900190296	医疗健康	66	企业-医疗-私立/民营医院/诊所	014001	医疗-医疗机构
256	161215010100256	企业-医疗-私立/民营医院/诊所-急救服务	1	2016062900190296	医疗健康	66	企业-医疗-私立/民营医院/诊所	014001	医疗-医疗机构
257	161215010100257	企业-医疗-私立/民营医院/诊所-妇幼医院	1	2016062900190296	医疗健康	66	企业-医疗-私立/民营医院/诊所	014001	医疗-医疗机构
258	161215010100258	企业-医疗-私立/民营医院/诊所-体检中心	1	2016062900190296	医疗健康	66	企业-医疗-私立/民营医院/诊所	014001	医疗-医疗机构
259	161215010100259	企业-票务/旅游-景区-门票	1	2015080600000001	航旅	313	企业-票务/旅游-景区/宗教	007006	票务/旅游-票务
260	161215010100260	企业-票务/旅游-景区-景区生活服务	1	2015080600000001	航旅	313	企业-票务/旅游-景区/宗教	009003	零售业（线下实体店）-百货/商圈/购物中心
261	161215010100261	企业-票务/旅游-景区-景区购物	1	2015080600000001	航旅	313	企业-票务/旅游-景区/宗教	009003	零售业（线下实体店）-百货/商圈/购物中心
262	161215010100262	企业-票务/旅游-旅馆/酒店/度假区-客栈单体	1	2015080600000001	航旅	275	企业-票务/旅游-旅馆/酒店/度假区	007004	票务/旅游-酒店/民宿预订
263	161215010100263	企业-票务/旅游-旅馆/酒店/度假区-客栈连锁	1	2015080600000001	航旅	275	企业-票务/旅游-旅馆/酒店/度假区	007004	票务/旅游-酒店/民宿预订
264	161215010100264	企业-票务/旅游-票务-交通票务	1	2015080600000001	航旅	283	企业-票务/旅游-交通票务	007006	票务/旅游-票务
265	161215010100265	企业-票务/旅游-旅馆/酒店/度假区-酒店单体	1	2015080600000001	航旅	275	企业-票务/旅游-旅馆/酒店/度假区	007004	票务/旅游-酒店/民宿预订
266	161215010100266	企业-票务/旅游-旅馆/酒店/度假区-酒店连锁	1	2015080600000001	航旅	275	企业-票务/旅游-旅馆/酒店/度假区	007004	票务/旅游-酒店/民宿预订
267	161215010100267	企业-票务/旅游-旅行社-旅行社	1	2015080600000001	航旅	23	企业-票务/旅游-旅行社	007001	票务/旅游-旅行社
268	161215010100268	企业-票务/旅游-旅馆/酒店/度假区-酒店式公寓	1	2015080600000001	航旅	275	企业-票务/旅游-旅馆/酒店/度假区	007004	票务/旅游-酒店/民宿预订
269	161215010100269	企业-票务/旅游-旅馆/酒店/度假区-度假别墅服务	1	2015080600000001	航旅	275	企业-票务/旅游-旅馆/酒店/度假区	007004	票务/旅游-酒店/民宿预订
270	161215010100270	企业-票务/旅游-旅馆/酒店/度假区-运动和娱乐露营	1	2015080600000001	航旅	275	企业-票务/旅游-旅馆/酒店/度假区	007004	票务/旅游-酒店/民宿预订
271	161215010100271	企业-票务/旅游-旅馆/酒店/度假区-活动房车和野营	1	2015080600000001	航旅	275	企业-票务/旅游-旅馆/酒店/度假区	007004	票务/旅游-酒店/民宿预订
272	161215010100272	企业-票务/旅游-机票/机票代理-航空公司	1	2015080600000001	航旅	274	企业-票务/旅游-机票/机票代理	007005	票务/旅游-航空公司
273	161215010100273	企业-票务/旅游-机票/机票代理-机票平台	1	2015080600000001	航旅	274	企业-票务/旅游-机票/机票代理	007002	票务/旅游-机票平台
274	161215010100274	企业-交通运输服务类-货运代理/报关行-货运代理/报关行	1	2015080600000001	航旅	75	企业-交通运输服务类-港口经营港口理货	010002	运输服务-物流服务
275	161215010100275	企业-交通运输服务类-铁路客运-铁路客运	1	2015080600000001	航旅	283	企业-票务/旅游-交通票务	010001	运输服务-交通运输
276	161215010100276	企业-交通运输服务类-公共交通-公共交通	1	2015080600000001	航旅	283	企业-票务/旅游-交通票务	010001	运输服务-交通运输
277	161215010100277	企业-交通运输服务类-租车-租车	1	2015080600000001	航旅	77	企业-交通运输服务类-租车	010001	运输服务-交通运输
278	161215010100278	企业-交通运输服务类-长途公路客运-长途公路客运	1	2015080600000001	航旅	77	企业-交通运输服务类-租车	010001	运输服务-交通运输
279	161215010100279	企业-交通运输服务类-游轮/巡游航线-游轮/巡游航线	1	2015080600000001	航旅	77	企业-交通运输服务类-租车	010001	运输服务-交通运输
280	161215010100280	企业-交通运输服务类-出租船只-出租船只	1	2015080600000001	航旅	77	企业-交通运输服务类-租车	010001	运输服务-交通运输
281	161215010100281	企业-交通运输服务类-港口经营\港口理货-港口经营\港口理货	1	2015080600000001	航旅	75	企业-交通运输服务类-港口经营港口理货	010002	运输服务-物流服务
282	161215010100282	企业-生活缴费-路桥通行费-路桥通行费	1	2015080600000001	航旅	288	企业-生活缴费-城市交通/高速收费	019003	出行服务-交通/路桥费/加油服务
283	161215010100283	企业-交通运输服务类-机场服务-贵宾服务	1	2015080600000001	航旅	24	企业-票务/旅游-旅游服务平台	007005	票务/旅游-航空公司
284	161215010100284	企业-交通运输服务类-机场服务-行李打包	1	2015080600000001	航旅	24	企业-票务/旅游-旅游服务平台	007005	票务/旅游-航空公司
285	161215010100285	企业-交通运输服务类-机场服务-wifi租赁	1	2015080600000001	航旅	24	企业-票务/旅游-旅游服务平台	007005	票务/旅游-航空公司
286	161215010100286	企业-交通运输服务类-高铁服务-高铁贵宾服务	1	2015080600000001	航旅	24	企业-票务/旅游-旅游服务平台	010001	运输服务-交通运输
287	161215010100287	企业-交通运输服务类-高铁服务-高铁行李打包	1	2015080600000001	航旅	24	企业-票务/旅游-旅游服务平台	010001	运输服务-交通运输
288	161215010100288	企业-零售/批发-汽车/运输工具/配件-汽车销售	1	2016062900190124	爱车	269	企业-生活/家居-交通工具/配件/改装	009005	零售店（线下实体店）-家装建材/家居家纺、数码家电/办公设备、美妆/护肤、鲜花/盆栽/室内装饰品、交通工具/配件/改装、宠物/宠物食品/饲料、母婴用品/儿童玩具、服饰/箱包/饰品、户外/运动/健身器材/安防、钟表/眼镜、黄金珠宝/钻石/玉石、书籍/音像/文具/乐器/3C数码/家用电器/器械配件/户外器械/保健器械等
289	161215010100289	企业-零售/批发-汽车/运输工具/配件-二手车销售	1	2016062900190124	爱车	269	企业-生活/家居-交通工具/配件/改装	009005	零售店（线下实体店）-家装建材/家居家纺、数码家电/办公设备、美妆/护肤、鲜花/盆栽/室内装饰品、交通工具/配件/改装、宠物/宠物食品/饲料、母婴用品/儿童玩具、服饰/箱包/饰品、户外/运动/健身器材/安防、钟表/眼镜、黄金珠宝/钻石/玉石、书籍/音像/文具/乐器/3C数码/家用电器/器械配件/户外器械/保健器械等
290	161215010100290	企业-零售/批发-汽车/运输工具/配件-车饰	1	2016062900190124	爱车	269	企业-生活/家居-交通工具/配件/改装	009005	零售店（线下实体店）-家装建材/家居家纺、数码家电/办公设备、美妆/护肤、鲜花/盆栽/室内装饰品、交通工具/配件/改装、宠物/宠物食品/饲料、母婴用品/儿童玩具、服饰/箱包/饰品、户外/运动/健身器材/安防、钟表/眼镜、黄金珠宝/钻石/玉石、书籍/音像/文具/乐器/3C数码/家用电器/器械配件/户外器械/保健器械等
291	161215010100291	企业-零售/批发-汽车/运输工具/配件-机动车/配件批发	1	2016062900190337	专业销售/批发	269	企业-生活/家居-交通工具/配件/改装	009005	零售店（线下实体店）-家装建材/家居家纺、数码家电/办公设备、美妆/护肤、鲜花/盆栽/室内装饰品、交通工具/配件/改装、宠物/宠物食品/饲料、母婴用品/儿童玩具、服饰/箱包/饰品、户外/运动/健身器材/安防、钟表/眼镜、黄金珠宝/钻石/玉石、书籍/音像/文具/乐器/3C数码/家用电器/器械配件/户外器械/保健器械等
292	161215010100292	企业-零售/批发-汽车/运输工具/配件-活动房车销售商	1	2016062900190337	专业销售/批发	269	企业-生活/家居-交通工具/配件/改装	009005	零售店（线下实体店）-家装建材/家居家纺、数码家电/办公设备、美妆/护肤、鲜花/盆栽/室内装饰品、交通工具/配件/改装、宠物/宠物食品/饲料、母婴用品/儿童玩具、服饰/箱包/饰品、户外/运动/健身器材/安防、钟表/眼镜、黄金珠宝/钻石/玉石、书籍/音像/文具/乐器/3C数码/家用电器/器械配件/户外器械/保健器械等
293	161215010100293	企业-零售/批发-汽车/运输工具/配件-汽车轮胎经销	1	2016062900190337	专业销售/批发	269	企业-生活/家居-交通工具/配件/改装	009005	零售店（线下实体店）-家装建材/家居家纺、数码家电/办公设备、美妆/护肤、鲜花/盆栽/室内装饰品、交通工具/配件/改装、宠物/宠物食品/饲料、母婴用品/儿童玩具、服饰/箱包/饰品、户外/运动/健身器材/安防、钟表/眼镜、黄金珠宝/钻石/玉石、书籍/音像/文具/乐器/3C数码/家用电器/器械配件/户外器械/保健器械等
